"subid","expt","age_group","trial_type","t.crit","item","correct","subtrial","targetAtOnset","t.crit.binned"
24,1,"adult","cs",0.351,"cat",TRUE,"24_cs_cat","0","0.37"
24,1,"adult","cs",0.593,"f",TRUE,"24_cs_f","0","0.60"
24,1,"adult","cs",0.593,"f",TRUE,"24_cs_f","0","0.60"
24,1,"adult","cs",0.591,"o",TRUE,"24_cs_o","0","0.60"
24,1,"adult","cs",0.591,"o",TRUE,"24_cs_o","0","0.60"
24,1,"adult","cs",0.691,"tb",TRUE,"24_cs_tb","0","0.70"
24,1,"adult","cs",0.691,"tb",TRUE,"24_cs_tb","0","0.70"
24,1,"adult","inf",0.281,"carrot",TRUE,"24_inf_carrot","0","0.27"
24,1,"adult","inf",0.281,"carrot",TRUE,"24_inf_carrot","0","0.27"
25,1,"adult","cd",2.435,"ban",TRUE,"25_cd_ban","0","2.43"
25,1,"adult","cd",2.435,"ban",TRUE,"25_cd_ban","0","2.43"
25,1,"adult","cs",0.518,"carrot",TRUE,"25_cs_carrot","0","0.53"
25,1,"adult","cs",0.518,"carrot",TRUE,"25_cs_carrot","0","0.53"
25,1,"adult","cs",1.443,"f",TRUE,"25_cs_f","0","1.43"
25,1,"adult","cs",1.443,"f",TRUE,"25_cs_f","0","1.43"
25,1,"adult","cs",0.791,"tb",TRUE,"25_cs_tb","0","0.80"
25,1,"adult","cs",0.791,"tb",TRUE,"25_cs_tb","0","0.80"
25,1,"adult","inf",2.44,"carrot",TRUE,"25_inf_carrot","0","2.43"
25,1,"adult","inf",2.44,"carrot",TRUE,"25_inf_carrot","0","2.43"
25,1,"adult","inf",1.296,"cat",TRUE,"25_inf_cat","0","1.30"
25,1,"adult","inf",1.296,"cat",TRUE,"25_inf_cat","0","1.30"
25,1,"adult","inf",3.424,"tb",TRUE,"25_inf_tb","0","3.43"
25,1,"adult","inf",3.424,"tb",TRUE,"25_inf_tb","0","3.43"
26,1,"adult","cd",0.517,"cat",TRUE,"26_cd_cat","0","0.53"
26,1,"adult","cd",0.517,"cat",TRUE,"26_cd_cat","0","0.53"
26,1,"adult","cd",0.658,"tb",TRUE,"26_cd_tb","0","0.67"
26,1,"adult","cd",0.658,"tb",TRUE,"26_cd_tb","0","0.67"
26,1,"adult","cs",0.688,"ban",TRUE,"26_cs_ban","0","0.70"
26,1,"adult","cs",0.688,"ban",TRUE,"26_cs_ban","0","0.70"
26,1,"adult","cs",0.571,"f",TRUE,"26_cs_f","0","0.57"
26,1,"adult","cs",0.571,"f",TRUE,"26_cs_f","0","0.57"
26,1,"adult","cs",0.496,"tb",TRUE,"26_cs_tb","0","0.50"
26,1,"adult","cs",0.496,"tb",TRUE,"26_cs_tb","0","0.50"
26,1,"adult","inf",0.289,"ban",TRUE,"26_inf_ban","0","0.30"
26,1,"adult","inf",0.289,"ban",TRUE,"26_inf_ban","0","0.30"
26,1,"adult","inf",1.32,"d",TRUE,"26_inf_d","0","1.33"
26,1,"adult","inf",1.32,"d",TRUE,"26_inf_d","0","1.33"
26,1,"adult","inf",0.485,"f",TRUE,"26_inf_f","0","0.50"
26,1,"adult","inf",0.485,"f",TRUE,"26_inf_f","0","0.50"
26,1,"adult","inf",0.451,"o",TRUE,"26_inf_o","0","0.47"
26,1,"adult","inf",0.451,"o",TRUE,"26_inf_o","0","0.47"
27,1,"adult","cd",3.404,"bal",TRUE,"27_cd_bal","0","3.40"
27,1,"adult","cd",3.404,"bal",TRUE,"27_cd_bal","0","3.40"
27,1,"adult","cd",0.331,"bic",TRUE,"27_cd_bic","0","0.33"
27,1,"adult","cd",0.331,"bic",TRUE,"27_cd_bic","0","0.33"
27,1,"adult","cd",0.733,"d",TRUE,"27_cd_d","0","0.73"
27,1,"adult","cd",0.733,"d",TRUE,"27_cd_d","0","0.73"
27,1,"adult","cs",0.673,"ap",TRUE,"27_cs_ap","0","0.67"
27,1,"adult","cs",0.673,"ap",TRUE,"27_cs_ap","0","0.67"
27,1,"adult","cs",0.031,"ban",TRUE,"27_cs_ban","0","0.03"
27,1,"adult","cs",0.031,"ban",TRUE,"27_cs_ban","0","0.03"
27,1,"adult","cs",0.909,"car",TRUE,"27_cs_car","0","0.90"
27,1,"adult","cs",0.909,"car",TRUE,"27_cs_car","0","0.90"
27,1,"adult","cs",0.006,"tr",TRUE,"27_cs_tr","0","0.00"
27,1,"adult","cs",0.006,"tr",TRUE,"27_cs_tr","0","0.00"
27,1,"adult","inf",1.431,"carrot",TRUE,"27_inf_carrot","0","1.43"
27,1,"adult","inf",1.431,"carrot",TRUE,"27_inf_carrot","0","1.43"
27,1,"adult","inf",0.182,"tb",TRUE,"27_inf_tb","0","0.17"
27,1,"adult","inf",0.182,"tb",TRUE,"27_inf_tb","0","0.17"
28,1,"adult","cs",0.447,"ban",TRUE,"28_cs_ban","0","0.43"
28,1,"adult","cs",0.447,"ban",TRUE,"28_cs_ban","0","0.43"
28,1,"adult","cs",0.006,"bic",TRUE,"28_cs_bic","0","0.00"
28,1,"adult","cs",0.006,"bic",TRUE,"28_cs_bic","0","0.00"
28,1,"adult","cs",0.65,"tb",TRUE,"28_cs_tb","0","0.67"
28,1,"adult","cs",0.65,"tb",TRUE,"28_cs_tb","0","0.67"
28,1,"adult","inf",0.79,"ap",TRUE,"28_inf_ap","0","0.80"
28,1,"adult","inf",0.79,"ap",TRUE,"28_inf_ap","0","0.80"
28,1,"adult","inf",0.12,"car",TRUE,"28_inf_car","0","0.13"
28,1,"adult","inf",0.12,"car",TRUE,"28_inf_car","0","0.13"
29,1,"adult","cd",0.396,"car",TRUE,"29_cd_car","0","0.40"
29,1,"adult","cd",0.396,"car",TRUE,"29_cd_car","0","0.40"
29,1,"adult","cd",0.45,"tb",TRUE,"29_cd_tb","0","0.47"
29,1,"adult","cd",0.45,"tb",TRUE,"29_cd_tb","0","0.47"
29,1,"adult","cd",0.481,"tr",TRUE,"29_cd_tr","0","0.47"
29,1,"adult","cd",0.481,"tr",TRUE,"29_cd_tr","0","0.47"
29,1,"adult","cs",0.954,"bal",TRUE,"29_cs_bal","0","0.97"
29,1,"adult","cs",0.954,"bal",TRUE,"29_cs_bal","0","0.97"
29,1,"adult","cs",0.029,"car",TRUE,"29_cs_car","0","0.03"
29,1,"adult","cs",0.063,"tb",TRUE,"29_cs_tb","0","0.07"
29,1,"adult","cs",0.063,"tb",TRUE,"29_cs_tb","0","0.07"
29,1,"adult","cs",0.376,"tr",TRUE,"29_cs_tr","0","0.37"
29,1,"adult","cs",0.376,"tr",TRUE,"29_cs_tr","0","0.37"
29,1,"adult","inf",0.373,"bal",TRUE,"29_inf_bal","0","0.37"
29,1,"adult","inf",0.373,"bal",TRUE,"29_inf_bal","0","0.37"
29,1,"adult","inf",0.822,"ban",TRUE,"29_inf_ban","0","0.83"
29,1,"adult","inf",0.822,"ban",TRUE,"29_inf_ban","0","0.83"
29,1,"adult","inf",0.312,"d",TRUE,"29_inf_d","0","0.30"
29,1,"adult","inf",0.312,"d",TRUE,"29_inf_d","0","0.30"
3,1,"2","cd",0.208,"d",TRUE,"3_cd_d","0","0.20"
3,1,"2","cd",0.208,"d",TRUE,"3_cd_d","0","0.20"
3,1,"2","cs",0.881,"ban",TRUE,"3_cs_ban","0","0.87"
3,1,"2","cs",0.881,"ban",TRUE,"3_cs_ban","0","0.87"
3,1,"2","inf",1.82,"car",TRUE,"3_inf_car","0","1.83"
3,1,"2","inf",1.82,"car",TRUE,"3_inf_car","0","1.83"
30,1,"3","cd",0.517,"d",TRUE,"30_cd_d","0","0.53"
30,1,"3","cd",0.517,"d",TRUE,"30_cd_d","0","0.53"
30,1,"3","cs",0.726,"cat",TRUE,"30_cs_cat","0","0.73"
30,1,"3","cs",0.726,"cat",TRUE,"30_cs_cat","0","0.73"
30,1,"3","inf",0.257,"ap",TRUE,"30_inf_ap","0","0.27"
30,1,"3","inf",0.257,"ap",TRUE,"30_inf_ap","0","0.27"
30,1,"3","inf",0.145,"car",TRUE,"30_inf_car","0","0.13"
30,1,"3","inf",0.145,"car",TRUE,"30_inf_car","0","0.13"
31,1,"3","cs",0.74,"ap",TRUE,"31_cs_ap","0","0.73"
31,1,"3","cs",0.74,"ap",TRUE,"31_cs_ap","0","0.73"
31,1,"3","cs",0.74,"ap",TRUE,"31_cs_ap","0","0.73"
31,1,"3","cs",0.74,"ap",TRUE,"31_cs_ap","0","0.73"
31,1,"3","cs",0.796,"f",TRUE,"31_cs_f","0","0.80"
31,1,"3","cs",0.796,"f",TRUE,"31_cs_f","0","0.80"
31,1,"3","inf",0.504,"d",TRUE,"31_inf_d","0","0.50"
31,1,"3","inf",0.504,"d",TRUE,"31_inf_d","0","0.50"
32,1,"2","cd",0.876,"carrot",TRUE,"32_cd_carrot","0","0.87"
32,1,"2","cd",0.876,"carrot",TRUE,"32_cd_carrot","0","0.87"
32,1,"2","cs",0.637,"car",TRUE,"32_cs_car","0","0.63"
32,1,"2","cs",0.637,"car",TRUE,"32_cs_car","0","0.63"
32,1,"2","cs",1.08,"tb",TRUE,"32_cs_tb","0","1.07"
32,1,"2","cs",1.08,"tb",TRUE,"32_cs_tb","0","1.07"
32,1,"2","inf",0.198,"bal",TRUE,"32_inf_bal","0","0.20"
32,1,"2","inf",0.198,"bal",TRUE,"32_inf_bal","0","0.20"
32,1,"2","inf",3.087,"d",TRUE,"32_inf_d","0","3.10"
32,1,"2","inf",3.087,"d",TRUE,"32_inf_d","0","3.10"
32,1,"2","inf",2.285,"f",TRUE,"32_inf_f","0","2.30"
32,1,"2","inf",2.285,"f",TRUE,"32_inf_f","0","2.30"
33,1,"4","cs",0.06,"cat",TRUE,"33_cs_cat","0","0.07"
33,1,"4","cs",0.06,"cat",TRUE,"33_cs_cat","0","0.07"
33,1,"4","inf",0.279,"car",TRUE,"33_inf_car","0","0.27"
33,1,"4","inf",0.279,"car",TRUE,"33_inf_car","0","0.27"
34,1,"4","cd",0.654,"bal",TRUE,"34_cd_bal","0","0.67"
34,1,"4","cd",0.654,"bal",TRUE,"34_cd_bal","0","0.67"
34,1,"4","cs",0.031,"bal",TRUE,"34_cs_bal","0","0.03"
34,1,"4","cs",0.031,"bal",TRUE,"34_cs_bal","0","0.03"
34,1,"4","cs",0.464,"bic",TRUE,"34_cs_bic","0","0.47"
34,1,"4","cs",0.464,"bic",TRUE,"34_cs_bic","0","0.47"
34,1,"4","cs",0.118,"cat",TRUE,"34_cs_cat","0","0.13"
34,1,"4","cs",0.118,"cat",TRUE,"34_cs_cat","0","0.13"
34,1,"4","inf",0.323,"ap",TRUE,"34_inf_ap","0","0.33"
34,1,"4","inf",0.323,"ap",TRUE,"34_inf_ap","0","0.33"
34,1,"4","inf",0.507,"tb",TRUE,"34_inf_tb","0","0.50"
34,1,"4","inf",0.507,"tb",TRUE,"34_inf_tb","0","0.50"
35,1,"2","cd",0.336,"ap",TRUE,"35_cd_ap","0","0.33"
35,1,"2","cd",0.336,"ap",TRUE,"35_cd_ap","0","0.33"
35,1,"2","cd",0.921,"car",TRUE,"35_cd_car","0","0.93"
35,1,"2","cd",0.921,"car",TRUE,"35_cd_car","0","0.93"
35,1,"2","cd",0.443,"carrot",TRUE,"35_cd_carrot","0","0.43"
35,1,"2","cd",0.443,"carrot",TRUE,"35_cd_carrot","0","0.43"
35,1,"2","cd",0.742,"cat",TRUE,"35_cd_cat","0","0.73"
35,1,"2","cd",0.742,"cat",TRUE,"35_cd_cat","0","0.73"
35,1,"2","cs",1.72,"car",TRUE,"35_cs_car","0","1.73"
35,1,"2","cs",1.72,"car",TRUE,"35_cs_car","0","1.73"
35,1,"2","cs",1.213,"f",TRUE,"35_cs_f","0","1.20"
35,1,"2","cs",1.213,"f",TRUE,"35_cs_f","0","1.20"
35,1,"2","cs",0.493,"tr",TRUE,"35_cs_tr","0","0.50"
35,1,"2","cs",0.493,"tr",TRUE,"35_cs_tr","0","0.50"
35,1,"2","inf",0.468,"f",TRUE,"35_inf_f","0","0.47"
35,1,"2","inf",0.468,"f",TRUE,"35_inf_f","0","0.47"
36,1,"3","cd",0.6,"d",TRUE,"36_cd_d","0","0.60"
36,1,"3","cd",0.6,"d",TRUE,"36_cd_d","0","0.60"
36,1,"3","cd",0.343,"o",TRUE,"36_cd_o","0","0.33"
36,1,"3","cd",0.343,"o",TRUE,"36_cd_o","0","0.33"
36,1,"3","cs",1.459,"car",TRUE,"36_cs_car","0","1.47"
36,1,"3","cs",1.459,"car",TRUE,"36_cs_car","0","1.47"
36,1,"3","cs",0.506,"tr",TRUE,"36_cs_tr","0","0.50"
36,1,"3","cs",0.506,"tr",TRUE,"36_cs_tr","0","0.50"
36,1,"3","inf",1.279,"car",TRUE,"36_inf_car","0","1.27"
36,1,"3","inf",1.279,"car",TRUE,"36_inf_car","0","1.27"
36,1,"3","inf",2.282,"tb",TRUE,"36_inf_tb","0","2.27"
36,1,"3","inf",2.282,"tb",TRUE,"36_inf_tb","0","2.27"
37,1,"4","cd",0.318,"carrot",TRUE,"37_cd_carrot","0","0.33"
37,1,"4","cd",0.318,"carrot",TRUE,"37_cd_carrot","0","0.33"
37,1,"4","cs",0.021,"cat",TRUE,"37_cs_cat","0","0.03"
37,1,"4","cs",0.021,"cat",TRUE,"37_cs_cat","0","0.03"
37,1,"4","cs",0.505,"tb",TRUE,"37_cs_tb","0","0.50"
37,1,"4","cs",0.505,"tb",TRUE,"37_cs_tb","0","0.50"
37,1,"4","inf",3.331,"bic",TRUE,"37_inf_bic","0","3.33"
37,1,"4","inf",3.331,"bic",TRUE,"37_inf_bic","0","3.33"
37,1,"4","inf",1.951,"f",TRUE,"37_inf_f","0","1.97"
37,1,"4","inf",1.951,"f",TRUE,"37_inf_f","0","1.97"
38,1,"3","cs",0.264,"ban",TRUE,"38_cs_ban","0","0.27"
38,1,"3","cs",0.264,"ban",TRUE,"38_cs_ban","0","0.27"
38,1,"3","cs",0.285,"cat",TRUE,"38_cs_cat","0","0.30"
38,1,"3","cs",0.285,"cat",TRUE,"38_cs_cat","0","0.30"
38,1,"3","cs",0.416,"o",TRUE,"38_cs_o","0","0.40"
38,1,"3","cs",0.416,"o",TRUE,"38_cs_o","0","0.40"
38,1,"3","cs",1.141,"tb",TRUE,"38_cs_tb","0","1.13"
38,1,"3","cs",1.141,"tb",TRUE,"38_cs_tb","0","1.13"
38,1,"3","cs",0.272,"tr",TRUE,"38_cs_tr","0","0.27"
38,1,"3","cs",0.272,"tr",TRUE,"38_cs_tr","0","0.27"
38,1,"3","inf",0.507,"ap",TRUE,"38_inf_ap","0","0.50"
38,1,"3","inf",0.507,"ap",TRUE,"38_inf_ap","0","0.50"
39,1,"2","cd",1.292,"d",TRUE,"39_cd_d","0","1.30"
39,1,"2","cd",1.292,"d",TRUE,"39_cd_d","0","1.30"
39,1,"2","cs",1.14,"bal",TRUE,"39_cs_bal","0","1.13"
39,1,"2","cs",1.14,"bal",TRUE,"39_cs_bal","0","1.13"
39,1,"2","cs",1.372,"tr",TRUE,"39_cs_tr","0","1.37"
39,1,"2","cs",1.372,"tr",TRUE,"39_cs_tr","0","1.37"
39,1,"2","inf",1.587,"car",TRUE,"39_inf_car","0","1.60"
39,1,"2","inf",1.587,"car",TRUE,"39_inf_car","0","1.60"
4,1,"3","inf",0.831,"carrot",TRUE,"4_inf_carrot","0","0.83"
4,1,"3","inf",0.831,"carrot",TRUE,"4_inf_carrot","0","0.83"
4,1,"3","inf",0.507,"tb",TRUE,"4_inf_tb","0","0.50"
4,1,"3","inf",0.507,"tb",TRUE,"4_inf_tb","0","0.50"
40,1,"4","cd",1.046,"car",TRUE,"40_cd_car","0","1.03"
40,1,"4","cd",1.046,"car",TRUE,"40_cd_car","0","1.03"
40,1,"4","cs",0.463,"cat",TRUE,"40_cs_cat","0","0.47"
40,1,"4","cs",0.463,"cat",TRUE,"40_cs_cat","0","0.47"
40,1,"4","cs",0.551,"o",TRUE,"40_cs_o","0","0.57"
40,1,"4","cs",0.551,"o",TRUE,"40_cs_o","0","0.57"
40,1,"4","inf",0.187,"d",TRUE,"40_inf_d","0","0.20"
40,1,"4","inf",0.187,"d",TRUE,"40_inf_d","0","0.20"
41,1,"4","cd",0.393,"carrot",TRUE,"41_cd_carrot","0","0.40"
41,1,"4","cd",0.393,"carrot",TRUE,"41_cd_carrot","0","0.40"
41,1,"4","cs",0.14,"ap",TRUE,"41_cs_ap","0","0.13"
41,1,"4","cs",0.14,"ap",TRUE,"41_cs_ap","0","0.13"
41,1,"4","cs",0.313,"ban",TRUE,"41_cs_ban","0","0.30"
41,1,"4","cs",0.313,"ban",TRUE,"41_cs_ban","0","0.30"
41,1,"4","cs",0.329,"car",TRUE,"41_cs_car","0","0.33"
41,1,"4","cs",0.329,"car",TRUE,"41_cs_car","0","0.33"
41,1,"4","cs",0.788,"f",TRUE,"41_cs_f","0","0.80"
41,1,"4","cs",0.788,"f",TRUE,"41_cs_f","0","0.80"
41,1,"4","cs",1.36,"tr",TRUE,"41_cs_tr","0","1.37"
41,1,"4","cs",1.36,"tr",TRUE,"41_cs_tr","0","1.37"
41,1,"4","inf",0.265,"bal",TRUE,"41_inf_bal","0","0.27"
41,1,"4","inf",0.265,"bal",TRUE,"41_inf_bal","0","0.27"
41,1,"4","inf",0.979,"d",TRUE,"41_inf_d","0","0.97"
41,1,"4","inf",0.979,"d",TRUE,"41_inf_d","0","0.97"
41,1,"4","inf",0.526,"f",TRUE,"41_inf_f","0","0.53"
41,1,"4","inf",0.526,"f",TRUE,"41_inf_f","0","0.53"
42,1,"4","cd",0.321,"bal",TRUE,"42_cd_bal","0","0.33"
42,1,"4","cd",0.321,"bal",TRUE,"42_cd_bal","0","0.33"
42,1,"4","cs",0.556,"ban",TRUE,"42_cs_ban","0","0.57"
42,1,"4","cs",0.556,"ban",TRUE,"42_cs_ban","0","0.57"
42,1,"4","cs",0.359,"car",TRUE,"42_cs_car","0","0.37"
42,1,"4","cs",0.359,"car",TRUE,"42_cs_car","0","0.37"
42,1,"4","cs",0.572,"tr",TRUE,"42_cs_tr","0","0.57"
42,1,"4","cs",0.572,"tr",TRUE,"42_cs_tr","0","0.57"
42,1,"4","inf",1.237,"car",TRUE,"42_inf_car","0","1.23"
42,1,"4","inf",1.237,"car",TRUE,"42_inf_car","0","1.23"
42,1,"4","inf",0.798,"carrot",TRUE,"42_inf_carrot","0","0.80"
42,1,"4","inf",0.798,"carrot",TRUE,"42_inf_carrot","0","0.80"
43,1,"3","cd",0.646,"car",TRUE,"43_cd_car","0","0.63"
43,1,"3","cd",0.646,"car",TRUE,"43_cd_car","0","0.63"
43,1,"3","cd",0.459,"cat",TRUE,"43_cd_cat","0","0.47"
43,1,"3","cd",0.459,"cat",TRUE,"43_cd_cat","0","0.47"
43,1,"3","cs",0.562,"car",TRUE,"43_cs_car","0","0.57"
43,1,"3","cs",0.562,"car",TRUE,"43_cs_car","0","0.57"
44,1,"4","cd",0.952,"f",TRUE,"44_cd_f","0","0.97"
44,1,"4","cd",0.952,"f",TRUE,"44_cd_f","0","0.97"
44,1,"4","cd",0.176,"o",TRUE,"44_cd_o","0","0.17"
44,1,"4","cd",0.176,"o",TRUE,"44_cd_o","0","0.17"
44,1,"4","cs",0.656,"ban",TRUE,"44_cs_ban","0","0.67"
44,1,"4","cs",0.656,"ban",TRUE,"44_cs_ban","0","0.67"
44,1,"4","cs",0.51,"cat",TRUE,"44_cs_cat","0","0.50"
44,1,"4","cs",0.51,"cat",TRUE,"44_cs_cat","0","0.50"
44,1,"4","cs",0.322,"tr",TRUE,"44_cs_tr","0","0.33"
44,1,"4","cs",0.322,"tr",TRUE,"44_cs_tr","0","0.33"
45,1,"3","cd",0.917,"d",TRUE,"45_cd_d","0","0.93"
45,1,"3","cd",0.917,"d",TRUE,"45_cd_d","0","0.93"
45,1,"3","cs",0.506,"bal",TRUE,"45_cs_bal","0","0.50"
45,1,"3","cs",0.506,"bal",TRUE,"45_cs_bal","0","0.50"
45,1,"3","cs",0.535,"cat",TRUE,"45_cs_cat","0","0.53"
45,1,"3","cs",0.535,"cat",TRUE,"45_cs_cat","0","0.53"
45,1,"3","cs",1.391,"tb",TRUE,"45_cs_tb","0","1.40"
45,1,"3","cs",1.391,"tb",TRUE,"45_cs_tb","0","1.40"
45,1,"3","cs",1.214,"tr",TRUE,"45_cs_tr","0","1.20"
45,1,"3","cs",1.214,"tr",TRUE,"45_cs_tr","0","1.20"
45,1,"3","inf",0.657,"ap",TRUE,"45_inf_ap","0","0.67"
45,1,"3","inf",0.657,"ap",TRUE,"45_inf_ap","0","0.67"
45,1,"3","inf",1.379,"car",TRUE,"45_inf_car","0","1.37"
45,1,"3","inf",1.379,"car",TRUE,"45_inf_car","0","1.37"
45,1,"3","inf",1.332,"tb",TRUE,"45_inf_tb","0","1.33"
45,1,"3","inf",1.332,"tb",TRUE,"45_inf_tb","0","1.33"
46,1,"5","cd",0.496,"car",TRUE,"46_cd_car","0","0.50"
46,1,"5","cd",0.496,"car",TRUE,"46_cd_car","0","0.50"
46,1,"5","cs",0.548,"ap",TRUE,"46_cs_ap","0","0.53"
46,1,"5","cs",0.548,"ap",TRUE,"46_cs_ap","0","0.53"
46,1,"5","cs",0.988,"ban",TRUE,"46_cs_ban","0","1.00"
46,1,"5","cs",0.988,"ban",TRUE,"46_cs_ban","0","1.00"
46,1,"5","cs",0.47,"car",TRUE,"46_cs_car","0","0.47"
46,1,"5","cs",0.47,"car",TRUE,"46_cs_car","0","0.47"
46,1,"5","cs",0.496,"cat",TRUE,"46_cs_cat","0","0.50"
46,1,"5","cs",0.496,"cat",TRUE,"46_cs_cat","0","0.50"
46,1,"5","cs",0.468,"o",TRUE,"46_cs_o","0","0.47"
46,1,"5","cs",0.468,"o",TRUE,"46_cs_o","0","0.47"
46,1,"5","inf",0.501,"f",TRUE,"46_inf_f","0","0.50"
46,1,"5","inf",0.501,"f",TRUE,"46_inf_f","0","0.50"
47,1,"5","cs",0.614,"ban",TRUE,"47_cs_ban","0","0.60"
47,1,"5","cs",0.614,"ban",TRUE,"47_cs_ban","0","0.60"
47,1,"5","cs",0.414,"bic",TRUE,"47_cs_bic","0","0.40"
47,1,"5","cs",0.414,"bic",TRUE,"47_cs_bic","0","0.40"
47,1,"5","cs",0.616,"o",TRUE,"47_cs_o","0","0.60"
47,1,"5","cs",0.616,"o",TRUE,"47_cs_o","0","0.60"
47,1,"5","inf",2.032,"ap",TRUE,"47_inf_ap","0","2.03"
47,1,"5","inf",2.032,"ap",TRUE,"47_inf_ap","0","2.03"
47,1,"5","inf",0.949,"tb",TRUE,"47_inf_tb","0","0.93"
47,1,"5","inf",0.949,"tb",TRUE,"47_inf_tb","0","0.93"
48,1,"2","cd",0.459,"carrot",TRUE,"48_cd_carrot","0","0.47"
48,1,"2","cd",0.459,"carrot",TRUE,"48_cd_carrot","0","0.47"
48,1,"2","cs",0.163,"ban",TRUE,"48_cs_ban","0","0.17"
48,1,"2","cs",0.163,"ban",TRUE,"48_cs_ban","0","0.17"
48,1,"2","cs",0.17,"car",TRUE,"48_cs_car","0","0.17"
48,1,"2","cs",0.17,"car",TRUE,"48_cs_car","0","0.17"
48,1,"2","cs",0.513,"cat",TRUE,"48_cs_cat","0","0.50"
48,1,"2","cs",0.513,"cat",TRUE,"48_cs_cat","0","0.50"
48,1,"2","cs",0.796,"f",TRUE,"48_cs_f","0","0.80"
48,1,"2","cs",0.796,"f",TRUE,"48_cs_f","0","0.80"
48,1,"2","cs",0.471,"tb",TRUE,"48_cs_tb","0","0.47"
48,1,"2","cs",0.471,"tb",TRUE,"48_cs_tb","0","0.47"
48,1,"2","inf",0.898,"bic",TRUE,"48_inf_bic","0","0.90"
48,1,"2","inf",0.898,"bic",TRUE,"48_inf_bic","0","0.90"
48,1,"2","inf",1.362,"d",TRUE,"48_inf_d","0","1.37"
48,1,"2","inf",1.362,"d",TRUE,"48_inf_d","0","1.37"
48,1,"2","inf",1.143,"f",TRUE,"48_inf_f","0","1.13"
48,1,"2","inf",1.143,"f",TRUE,"48_inf_f","0","1.13"
49,1,"4","cs",0.02,"car",TRUE,"49_cs_car","0","0.03"
49,1,"4","cs",0.02,"car",TRUE,"49_cs_car","0","0.03"
49,1,"4","cs",0.479,"cat",TRUE,"49_cs_cat","0","0.47"
49,1,"4","cs",0.479,"cat",TRUE,"49_cs_cat","0","0.47"
49,1,"4","cs",0.518,"o",TRUE,"49_cs_o","0","0.53"
49,1,"4","cs",0.518,"o",TRUE,"49_cs_o","0","0.53"
5,1,"4","cd",0.036,"ap",TRUE,"5_cd_ap","0","0.03"
5,1,"4","cd",0.036,"ap",TRUE,"5_cd_ap","0","0.03"
5,1,"4","cs",0.688,"cat",TRUE,"5_cs_cat","0","0.70"
5,1,"4","cs",0.688,"cat",TRUE,"5_cs_cat","0","0.70"
5,1,"4","cs",1.334,"o",TRUE,"5_cs_o","0","1.33"
5,1,"4","cs",1.334,"o",TRUE,"5_cs_o","0","1.33"
5,1,"4","cs",0.38,"tb",TRUE,"5_cs_tb","0","0.37"
5,1,"4","cs",0.38,"tb",TRUE,"5_cs_tb","0","0.37"
5,1,"4","cs",0.051,"tr",TRUE,"5_cs_tr","0","0.07"
5,1,"4","cs",0.051,"tr",TRUE,"5_cs_tr","0","0.07"
5,1,"4","inf",0.306,"bal",TRUE,"5_inf_bal","0","0.30"
5,1,"4","inf",0.306,"bal",TRUE,"5_inf_bal","0","0.30"
5,1,"4","inf",1.098,"bic",TRUE,"5_inf_bic","0","1.10"
5,1,"4","inf",1.098,"bic",TRUE,"5_inf_bic","0","1.10"
5,1,"4","inf",0.395,"d",TRUE,"5_inf_d","0","0.40"
5,1,"4","inf",0.395,"d",TRUE,"5_inf_d","0","0.40"
5,1,"4","inf",0.91,"f",TRUE,"5_inf_f","0","0.90"
5,1,"4","inf",0.91,"f",TRUE,"5_inf_f","0","0.90"
50,1,"4","cs",0.714,"ban",TRUE,"50_cs_ban","0","0.70"
50,1,"4","cs",0.714,"ban",TRUE,"50_cs_ban","0","0.70"
50,1,"4","cs",0.664,"bic",TRUE,"50_cs_bic","0","0.67"
50,1,"4","cs",0.664,"bic",TRUE,"50_cs_bic","0","0.67"
50,1,"4","cs",0.497,"tr",TRUE,"50_cs_tr","0","0.50"
50,1,"4","cs",0.497,"tr",TRUE,"50_cs_tr","0","0.50"
50,1,"4","inf",0.181,"carrot",TRUE,"50_inf_carrot","0","0.17"
50,1,"4","inf",0.181,"carrot",TRUE,"50_inf_carrot","0","0.17"
51,1,"3","cs",0.796,"tb",TRUE,"51_cs_tb","0","0.80"
51,1,"3","cs",0.796,"tb",TRUE,"51_cs_tb","0","0.80"
51,1,"3","inf",2.298,"bal",TRUE,"51_inf_bal","0","2.30"
51,1,"3","inf",2.298,"bal",TRUE,"51_inf_bal","0","2.30"
52,1,"4","cs",0.659,"car",TRUE,"52_cs_car","0","0.67"
52,1,"4","cs",0.659,"car",TRUE,"52_cs_car","0","0.67"
52,1,"4","cs",0.585,"cat",TRUE,"52_cs_cat","0","0.60"
52,1,"4","cs",0.585,"cat",TRUE,"52_cs_cat","0","0.60"
52,1,"4","cs",0.758,"tb",TRUE,"52_cs_tb","0","0.77"
52,1,"4","cs",0.758,"tb",TRUE,"52_cs_tb","0","0.77"
52,1,"4","inf",2.465,"ap",TRUE,"52_inf_ap","0","2.47"
52,1,"4","inf",2.465,"ap",TRUE,"52_inf_ap","0","2.47"
52,1,"4","inf",1.212,"car",TRUE,"52_inf_car","0","1.20"
52,1,"4","inf",1.212,"car",TRUE,"52_inf_car","0","1.20"
52,1,"4","inf",2.332,"tb",TRUE,"52_inf_tb","0","2.33"
52,1,"4","inf",2.332,"tb",TRUE,"52_inf_tb","0","2.33"
53,1,"3","cs",0.654,"car",TRUE,"53_cs_car","0","0.67"
